month,level_1,level_2,level_3,value
2004-05,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1105.9
2004-05,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,7770.6
2004-05,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,38601.1
2004-05,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,11404.9
2004-05,Total International Visitor Arrivals By Country Of Residence,Europe,France,6128.4
2004-05,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,2380.7
2004-05,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,4701.6
2004-05,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,3496.4
2004-05,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,4740.3
2004-05,Total International Visitor Arrivals By Country Of Residence,Americas,USA,27683.3
2004-05,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,5368.4
2004-05,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,44948.5
2004-05,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,8798.4
2004-06,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,257504.9
2004-06,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,50397
2004-06,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,22682.9
2004-06,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,15672.8
2004-06,Total International Visitor Arrivals By Country Of Residence,Asia,India,40093.1
2004-06,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1183.9
2004-06,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,11076.1
2004-06,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,37751.5
2004-06,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,11719.5
2004-06,Total International Visitor Arrivals By Country Of Residence,Europe,France,6609.8
2004-06,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,2213.2
2004-06,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,4460.9
2004-06,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,3793
2004-06,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,5013.3
2004-06,Total International Visitor Arrivals By Country Of Residence,Americas,USA,28047.7
2004-06,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6092.7
2004-06,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,45363.9
2004-06,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,9247.2
2004-07,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,264232.2
2004-07,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,53208.7
2004-07,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,21774.2
2004-07,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,15100.7
2004-07,Total International Visitor Arrivals By Country Of Residence,Asia,India,39311
2004-07,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1277.4
2004-07,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,5330.2
2004-07,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,38922.5
2004-07,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,12075.9
2004-07,Total International Visitor Arrivals By Country Of Residence,Europe,France,6545.6
2004-07,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,2358.8
2004-07,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,5167
2004-07,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,3670.6
2004-07,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,5133.1
2004-07,Total International Visitor Arrivals By Country Of Residence,Americas,USA,28188.3
2004-07,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,5758.6
2004-07,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,47283.9
2004-07,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,9253.9
2004-08,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,255794.5
2004-08,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,51599.9
2004-08,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,23060.3
2004-08,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,15342.6
2004-08,Total International Visitor Arrivals By Country Of Residence,Asia,India,39281.7
2004-08,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1201.2
2004-08,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,4909.2
2004-08,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,37745
2004-08,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,12386
2004-08,Total International Visitor Arrivals By Country Of Residence,Europe,France,6441.9
2004-08,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,2180.3
2004-08,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,5258.3
2004-08,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,3553.7
2004-08,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,5012.8
2004-08,Total International Visitor Arrivals By Country Of Residence,Americas,USA,28033.4
2004-08,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,5971
2004-08,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,46813.9
2004-08,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,9164.1
2004-09,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,262719.6
2004-09,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,54298.4
2004-09,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,22419.1
2004-09,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,15760.6
2004-09,Total International Visitor Arrivals By Country Of Residence,Asia,India,39459.4
2004-09,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1381.6
2004-09,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,5969.8
2004-09,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,36779.7
2004-09,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,12105.3
2004-09,Total International Visitor Arrivals By Country Of Residence,Europe,France,6663.2
2004-09,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,2345.4
2004-09,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,5253.1
2004-09,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,3919.2
2004-09,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,4917.3
2004-09,Total International Visitor Arrivals By Country Of Residence,Americas,USA,27745.4
2004-09,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6019.6
2004-09,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,48337.2
2004-09,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,9626
2004-10,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,265370.3
2004-10,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,52686.7
2004-10,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,23837.5
2004-10,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,15477.9
2004-10,Total International Visitor Arrivals By Country Of Residence,Asia,India,38442.9
2004-10,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1186.7
2004-10,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,7999.7
2004-10,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,38081.7
2004-10,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,12274.1
2004-10,Total International Visitor Arrivals By Country Of Residence,Europe,France,6851.9
2004-10,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,2452.7
2004-10,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,5137.6
2004-10,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,3814.6
2004-10,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,5259.7
2004-10,Total International Visitor Arrivals By Country Of Residence,Americas,USA,27966
2004-10,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6277
2004-10,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,48218.5
2004-10,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,8877
2004-11,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,279088.3
2004-11,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,48578.5
2004-11,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,22944
2004-11,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,15710.1
2004-11,Total International Visitor Arrivals By Country Of Residence,Asia,India,45401.8
2004-11,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1327.8
2004-11,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6640.7
2004-11,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,38385.8
2004-11,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,12743.2
2004-11,Total International Visitor Arrivals By Country Of Residence,Europe,France,6708.2
2004-11,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,2597.6
2004-11,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,5393.5
2004-11,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,3846.7
2004-11,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,5399.2
2004-11,Total International Visitor Arrivals By Country Of Residence,Americas,USA,27900.8
2004-11,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6063.3
2004-11,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,49688.2
2004-11,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,9051.9
2004-12,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,268362.4
2004-12,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,50534
2004-12,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,25559.8
2004-12,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,16321.4
2004-12,Total International Visitor Arrivals By Country Of Residence,Asia,India,43173.8
2004-12,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1267.1
2004-12,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,5180.7
2004-12,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,40111.7
2004-12,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,12778.1
2004-12,Total International Visitor Arrivals By Country Of Residence,Europe,France,7849.8
2004-12,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,2366.8
2004-12,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,5435.9
2004-12,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,3996.1
2004-12,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,5793.7
2004-12,Total International Visitor Arrivals By Country Of Residence,Americas,USA,29529.8
